die;Kartoffel;n;;;;nomen;"burgonya; krumpli";4|10
die;Kartoffelkrokette;n;;;;nomen;krumpli krokett;4
das;Kartoffelpüree;s;;;;nomen;krumplipüré;4
die;Karwoche;n;;;;nomen;Nagyhét;9
der;Käse;-;;;;nomen;sajt;4|10
;kauen;;kaute;h. gekaut;kaue|kaust|kaut|kauen|kaut|kauen;verben;rág;4
der;Kellner;-;;;;nomen;pincér;3|4
die;Kellnerin;nen;;;;nomen;pincérnő;3|4
;kennenlernen;;lernte kennen;h. kennengelernt;lerne kennen|lernst kennen|lernt kennen|lernen kennen|lernt kennen|lernen kennen;verben;megismerni;0|1
die;Kenntnis;se;;;;nomen;ismeret;0|2
die;Kerze;n;;;;nomen;gyertya;0|9
der;Ketchup;;;;;nomen;ketchup;4|10
das;Kind;er;;;;nomen;gyerek;1
die;Kindererziehung;en;;;;nomen;gyermeknevelés;1
der;Kindergarten;Kindergärten;;;;nomen;óvoda;1|2
das;Kinderheim;e;;;;nomen;gyerekotthon;1
;kinderlos;;;;;adjektive;gyermektelen;1
;kinderreich;;;;;adjektive;sokgyerekes;1
;kinnlang;;;;;adjektive;állig érő;1
das;Kino;s;;;;nomen;mozi;
;kirchlich;;;;;adjektive;egyházi;0
die;Kirsche;n;;;;nomen;cseresznye;4|10
;klasse;;;;;adjektive;nagyszerű;0
die;Klasse;n;;;;nomen;osztály;2
der;Klassenlehrer;n;;;;nomen;osztályfőnök (férfi);2
die;Klassenlehrerin;nen;;;;nomen;osztályfőnök (nő);2
das;Klassenzimmer;-;;;;nomen;osztályterem;2
die;Klausur;en;;;;nomen;zárthelyi dolgozat;2
die;Kleiderablage;n;;;;nomen;ruhatár;10
;klein;;;;;adjektive;kicsi;0
das;Kleinkind;er;;;;nomen;kisgyerek;1
;kleinlich;;;;;adjektive;kicsinyes;1
;klug;;;;;adjektive;okos;1|2|3
;knabbern;;knabberte;h. geknabbert;knabbere|knabberst|knabbert|knabbern|knabbert|knabbern;verben;"rág; rágcsál";4
die;Knollennase;n;;;;nomen;krumpliorr;1
der;Knödel;-;;;;nomen;gombóc;4
;knusprig;;;;;adjektive;ropogós;4
;knüpfen;;knüpfte;h. geknüpft;knüpfe|knüpfst|knüpft|knüpfen|knüpft|knüpfen;verben;"köt; csomóz";0|9
der;Koch;Köche;;;;nomen;szakács;4
;kochen;;kochte;h. gekocht;koche|kochst|kocht|kochen|kocht|kochen;verben;főzni;4
der;Kohl;e;;;;nomen;"káposzta; kelkáposzta";4
der;Kollege;n;;;;nomen;kolléga;3
die;Kollegin;nen;;;;nomen;kolléganő;3
das;Kompott;e;;;;nomen;"kompót; befőtt";4
das;Konzert;e;;;;nomen;koncert;0
der;Kopfsalat;e;;;;nomen;fejes saláta;4|10
der;Koriander;-;;;;nomen;koriandermag  ;4
;korpulent;;;;;adjektive;testes;1
der;Kosename;n;;;;nomen;becenév;1|2
die;Kosmetikerin;nen;;;;nomen;kozmetikus;3
;kosten;;kostete;h. gekostet; koste|kostest|kostet|kosten|kostet|kosten;verben;"kerül vmibe; kóstol";4|6
die;Köchin;nen;;;;nomen;szakácsnő;4
der;Körper;-;;;;nomen;test;1
der;Körperbau;-;;;;nomen;testfelépítés;1|8
die;Körpergröße;n;;;;nomen;testmagasság;1|8
;köstlich;;;;;adjektive;pompás;0
;kraus;;;;;adjektive;"göndör; kusza";1
die;Kreide;n;;;;nomen;kréta;2
;krumm;;;;;adjektive;görbe;0
der;Kuchen;-;;;;nomen;"sütemény; kalács";4
der;Kuli;s;;;;nomen;toll;2
der;Kurs;e;;;;nomen;"tanfolyam; kurzus";2|3
;kurz;;;;;adjektive;rövid;0
;kühn;;;;;adjektive;"merész; vakmerő";1
der;Kümmel;-;;;;nomen;kömény;4
;kümmern;;kümmerte ;h. gekümmert;kümmere|kümmerst|kümmert|kümmern|kümmert|kümmern;verben;"törődikl; gondoskodik";1|8
der;Künstler;-;;;;nomen;művész;3
;künstlerisch;;;;;adjektive;művészi;0
;lächelnd;;;;;adjektive;mosolygós;1
das;Land;Lände;;;;nomen;ország;0
die;Landkarte;n;;;;nomen;térkép;0|2
der;Landwirt;e;;;;nomen;gazda;3
;lang;;;;;adjektive;hosszú;0
;länglich;;;;;adjektive;hosszúkás;0
;lassen;;ließ;h. gelassen;lasse|lässt|lässt|lassen|lasst|lassen;verben;"enged; hagy";0
;lässig;;;;;adjektive;hanyag;1
;leben;;lebte;h. gelebt;lebe|lebst|lebt|leben|lebt|leben;verben;él;0
der;Lebensgefährte;en;;;;nomen;életveszély;0|8
der;Lebenslauf;Lebensläufe;;;;nomen;önéletrajz;3
das;Lebensmittel;-;;;;nomen;élelmiszer;4|10
der;Lebenspartner;-;;;;nomen;élettárs (férfi);1
die;Lebenspartnerin;-;;;;nomen;élettárs (nő);1
;lebhaft;;;;;adjektive;"élénk; életrevaló";1|8
;lecker;;;;;adjektive;"finnyás; ízletes";1|4
;ledig;;;;;adjektive;hajadon;1
;legen;;legte;h. gelegt;lege|legst|legt|legen|legt|legen;verben;"fekszik; elhelyez";0
der;Lehrer;-;;;;nomen;tanár (férfi);2|3
die;Lehrerin;nen;;;;nomen;tanár (nő);2|3
der;Lehrertisch;e;;;;nomen;tanári asztal;2
der;Lehrkörper;-;;;;nomen;tantestület;2|3
das;Leibgericht;e;;;;nomen;kedvenc étel;4
;leicht gekränkt;;;;;adjektive;"könnyen sértődő; sértődékeny";1
;leichtsinnig;;;;;adjektive;könnyelmű;1
;lernen;;lernte;h. gelernt;lerne|lernst|lernt|lernen|lernt|lernen;verben;tanul;2
;lesen;;las;h. gelesen;lese|liest|liest|lesen|lest|lesen;verben;olvas;0|2
;leuchtend;;;;;adjektive;ragyogó;0
die;Lieblingsstunde;n;;;;nomen;kedvenc óra;0|2
;liegend;;;;;adjektive;"fekve; fekvő";0|7
der;Likör;e;;;;nomen;likőr;4
die;Limonade;n;;;;nomen;limonádé;4
das;Lineal;e;;;;nomen;vonalzó;2
die;Linse;n;;;;nomen;lencse;4|10
;locker;;;;;adjektive;laza;1
;lockig;;;;;adjektive;göndör;1
der;Lohn;Löhne;;;;nomen;"fizetés; munkabér";3
das;Lorbeerblatt;Lorbeerblätte;;;;nomen;babérlevél;4
;loyal;;;;;adjektive;"hű; lojális";1
der;Löffel;-;;;;nomen;kanál;4
;lustig;;;;;adjektive;vidám;1|6
;machen;;machte;h. gemacht;mache|machst|macht|machen|macht|machen;verben;"csinál; elkészít";0|9
das;Mädchen;-;;;;nomen;lány;0|1
der;Mädchenname;n;;;;nomen;lánykori név;1|9
;mager;;;;;adjektive;sovány;1
;mahlen;;mahlte;h. gemahlen;mahle|mahlst|mahlt|mahlen|mahlt|mahlen;verben;őröl;4
der;Maler;-;;;;nomen;festő;3
die;Mandarine;n;;;;nomen;mandarin;4
der;Mangelberuf;e;;;;nomen;hiányszakma;3
;mangelnd;;;;;adjektive;hiányos;0
der;Mann;Männer;;;;nomen;"férfi; ember";0|1
die;Margarine;n;;;;nomen;margarin;4|10
der;Markierer;-;;;;nomen;kihúzó;2
;materiell;;;;;adjektive;anyagi;0
die;Mathematik;;;;;nomen;matek;2
der;Mathematiker;-;;;;nomen;matematikus;3
;matt;;;;;adjektive;matt;0
der;Maurer;-;;;;nomen;kőműves;3|7
die;Medizin;en;;;;nomen;gyógyszer;0|8
die;Melone;n;;;;nomen;dinnye;4
das;Messer;-;;;;nomen;kés;4
die;Milch;;;;;nomen;tej;4|10
;mildern;;milderte;h. gemildert;mildere|milderst|mildert|mildern|mildert sie/Sie mildern;verben;"enyhít; csillapít";4|8
;mineralhaltig;;;;;adjektive;ásványokban gazdag;4|8|11
das;Mineralwasser;;;;;nomen;ásványvíz;4
der;Mitarbeiter;-;;;;nomen;"munkatárs; dolgozó";3
die;Mitarbeiterin;nen;;;;nomen;munkatársnő;3
der;Mitschüler;-;;;;nomen;osztálytárs;2
die;Mitschülerin;nen;;;;nomen;osztálytársnő;2
der;Mittag;e;;;;nomen;dél (napszak);0
das;Mittag;e;;;;nomen;ebéd;4
;mittelgroß;;;;;adjektive;közepes méretű;0
;mittelmäßig;;;;;adjektive;"átlagos; középszerű";1|3
der;Mohn;e;;;;nomen;mák;4
die;Mohrrübe;n;;;;nomen;"sárgarépa; répa";4|10
;mollig;;;;;adjektive;"dundi; molett";1|10
;monoton;;;;;adjektive;egyhangú;0
der;Mund;Münder;;;;nomen;száj;1
das;Museum;Museen;;;;nomen;múzeum;0|6|9
die;Musik;;;;;nomen;"ének; zene";0|9
;muskulös;;;;;adjektive;izmos;1|9
;mutig;;;;;adjektive;"bátor; merész";1
das;Muttermal;e;;;;nomen;anyajegy;1|8
die;Muttersprache;;;;;nomen;anyanyelv;1
;mündlich;;;;;adjektive;szóbeli;2
;mütterlicherseits;;;;;adjektive;anyai részről;1
der;Nachbar;n;;;;nomen;szomszéd (férfi);1
die;Nachbarin;nen;;;;nomen;szomszéd (nő);1
;nachlässig;;;;;adjektive;hanyag;1|2|3
der;Nachname;n;;;;nomen;vezetéknév;1
der;Nachspeise;n;;;;nomen;"utóétel; desszert";4
der;Nachteil;e;;;;nomen;"hátrány; veszteség";0
;nah;;;;;adjektive;közeli;0|3|6
der;Name;n;;;;nomen;név;1
der;Namenstag;e;;;;nomen;névnap;1|9
der;Namensvetter;;;;;nomen;névrokon;1
;naschen;;naschte;h. genascht;nasche|nascht|nascht|naschen|nascht|naschen;verben;nassolni;4|8
die;Nase;n;;;;nomen;orr;1|8
die;Nationalität;;;;;nomen;"nemzetiség; állmpoltárság";0|6
;naturkraus;;;;;adjektive;természetes göndör;1
der;Naturschutz;-;;;;nomen;természetvédelem;5|11
der;Neffe;n;;;;nomen;unokaöccs;1
;nehmen;;nahm;h. genommen;nehme|nimmst|nimmt|nehmen|nehmt|nehmen;verben;"fog; visz";0
;nervös;;;;;adjektive;ideges;1|3|5|6|8
;nett;;;;;adjektive;"kedves; csinos";1|10
;neugirig;;;;;adjektive;kíváncsi;1
das;Neujahr;e;;;;nomen;újév;0|9
die;Nichte;n;;;;nomen;unokahúg;1
;niedrig;;;;;adjektive;alacsony;1
der;Nikolaus;;;;;nomen;mikulás;9
der;Nikolaustag;e;;;;nomen;mikulásnap;9
;normal;;;;;adjektive;normál;0
die;Note;n;;;;nomen;"osztályzat; jegy";2
;notieren;;notierte;h. notiert;notiere|notierst|notiert|notieren|notiert|notieren;verben;"feljegyez; megyjegyez";2
die;Nudel;n;;;;nomen;"tészta; nudli";4
die;Nummer;n;;;;nomen;szám;0
die;Nuss;Nüsse;;;;nomen;dió;4|10
;nüchtern;;;;;adjektive;józan;1|3
das;Obst;Obstarten;;;;nomen;gyümölcs;4|10
die;Obstplatte;n;;;;nomen;gyümölcstál;4
der;Obstsaft;Obstsäfe;;;;nomen;gyümölcslé;4
die;Obsttorte;n;;;;nomen;gyümölcstorta;4
;offen;;;;;adjektive;nyitott;0|1|7
das;Ohr;en;;;;nomen;fül;1|8
die;Oma;s;;;;nomen;nagymama (röviden);1
der;Onkel;-;;;;nomen;nagybácsi;1
der;Opa;s;;;;nomen;nagypapa (röviden);1
der;Optiker;-;;;;nomen;optikus;3|8
;optimistisch;;;;;adjektive;"optimista; bizakodó";0|1
die;Orange;n;;;;nomen;narancs;4
;ordentlich;;;;;adjektive;rendes;1
;ordnungsliebend;;;;;adjektive;"rendes; rendszerető";1
der;Oregano;;;;;nomen;oregánó;4
der;Ort;e;;;;nomen;hely;0|5|6
das;Osterei;er;;;;nomen;húsvéti tojás;9
der;Osterhase;n;;;;nomen;húsvéti nyúl;9
das;Ostern;;;;;nomen;húsvét;9
;oval;;;;;adjektive;ovális;0
der;Ökonom;en;;;;nomen;közgazdász;3
das;Öl;e;;;;nomen;olaj;4|10
der;Paprika;-;;;;nomen;paprika;4|10
der;Partner;Partner;;;;nomen;partner;1
die;Partnerin;nen;;;;nomen;partnernő;1
die;Party;s;;;;nomen;"buli; parti";6|9
der;Pate;n;;;;nomen;keresztapa;1|9
das;Patekind;er;;;;nomen;keresztgyermek;1|9
die;Patin;nen;;;;nomen;keresztanya;1|9
das;Pausenbrot;e;;;;nomen;tízórai;4|8
;pedantisch;;;;;adjektive;pedáns;1|2
;pessimistisch;;;;;adjektive;"pesszimista; borúlátó";1
das;Pfingsten;;;;;nomen;pünkösd;9
der;Pfirsich;e;;;;nomen;őszibarack;4
die;Pflaume;n;;;;nomen;szilva;1
die;Pflegeeltern;-;;;;nomen;nevelőszülők;1
die;Pflegemutter;Pflegemütter;;;;nomen;nevelőanya;1
der;Pflegevater;Pflegeväter;;;;nomen;nevelőapa;1
die;Philosophie;n;;;;nomen;filozófia;0
die;Physik;;;;;nomen;fizika;2
der;Physiker;-;;;;nomen;fizikus;3
der;Pickel;-;;;;nomen;pattanás;8
das;Picknick;s;;;;nomen;piknik;4
der;Pilot;en;;;;nomen;pilota;3
die;Platte;n;;;;nomen;"tál; lemez";4
der;Plattfuß;Plattfüße;;;;nomen;lúdtalp;0|8
der;Platz;Plätze;;;;nomen;"tér; hely";0|5
der;Polizist;en;;;;nomen;rendőr;3|5
der;Polterabend;e;;;;nomen;leánybúcsú;1|9
der;Pommes frites;;;;;nomen;"hasábburgonya; sütkrumpli";4
der;Porree;s;;;;nomen;póréhagyma;4
der;Postbeamte;n;;;;nomen;postatisztviselő;3
die;Postleitzahl;en;;;;nomen;irányítószám (postai);1|5
die;Prämie;n;;;;nomen;prémium;3
der;Priester;-;;;;nomen;pap;3
;prima;;;;;adjektive;príma;0
der;Programmierer;-;;;;nomen;programozó;3
die;Prüfung;en;;;;nomen;vizsga;2
die;Psychologie;n;;;;nomen;pszihológia;0|2|3
der;Pudding;s;;;;nomen;puding;4
der;Radiergummi;s;;;;nomen;radír;2
die;Radtour;en;;;;nomen;kerékpártúra;0|5|6
;rau;;;;;adjektive;"durva; érdes";0|11
;realistisch;;;;;adjektive;"realista; gyakorlatias";1|3
;redselig;;;;;adjektive;"beszédes; bőbeszédű";1
;regelmäßig;;;;;adjektive;"rendszeres; szabályos";0
der;Reis;;;;;nomen;rizs;4
;reisen;;reiste;i. gereist;reise|reist|reist|reisen|reist|reisen;verben;utazik;0|5|6
die;Rente;n;;;;nomen;nyugdíj;0|3
der;Reporter;-;;;;nomen;riporter;3
die;Reporterin;nen;;;;nomen;riporternő;3
der;Rettich;e;;;;nomen;retek;4|10
die;Rezeption;en;;;;nomen;recepció;0|3
;richtig;;;;;adjektive;"helyes; rendes";1|5
;risikofreudig;;;;;adjektive;kockázatos;0|3
;romantisch;;;;;adjektive;romantikus;0|9
;rosa;;;;;adjektive;rózsaszín;0
;rot;;;;;adjektive;"piros; vörös";0
die;Röstkartoffeln;;;;;nomen;sültkrumpli;4
die;Rufnummer;;;;;nomen;"hívószám; telefonszám";1
;ruhig;;;;;adjektive;nyugodt;1|11
;rund;;;;;adjektive;kerek;0
;rundlich;;;;;adjektive;"kerekded; gömbölyded";0
;rühren;;rührte;h. gerührt;rühre|rührst|rührt|rühren|rührt|rühren;verben;"kever; mozgat";0
;sachlich;;;;;adjektive;"tárgyilagos; objektív";1
der;Salat;e;;;;nomen;saláta;4|10
;salzig;;;;;adjektive;sós;4|8
;sammeln;;sammelte;h. gesammelt;sammele|sammelst|sammelt|sammeln|sammelt|sammeln;verben;gyűjteni;0|5|9
;sanft;;;;;adjektive;"lágy; halvány";0
der;Sänger;-;;;;nomen;énekes;3
die;Sängerin;nen;;;;nomen;énekesnő;3
;sauer;;;;;adjektive;savanyú;4
der;Sauerampfer;-;;;;nomen;sóska;4|10
die;Sauerkirsche;n;;;;nomen;meggy;4|10
der;Säugling;e;;;;nomen;csecsemő;1
die;Schale;n;;;;nomen;tálka;4
;schälen;;;;;verben;meghámoz;4
;scharf;;;;;adjektive;"erős; csípős";4
;scharfsinnig;;;;;adjektive;éles eszű;1|2|3
der;Schauspieler;-;;;;nomen;színész;3
die;Schauspielerin;nen;;;;nomen;színésznő;3
die;Scheidung;en;;;;nomen;válás;1
;scheu;;;;;adjektive;"félénk; bátortalan";1
;schicken;;schickte;h. geschickt;schicke|schickst|schickt|schicken|schickt|schicken;verben;küldeni;0
;schief;;;;;adjektive;"ferde; téves";0|5
der;Schinken;-;;;;nomen;sonka;4|7
;schlafen;;schlief;h. geschlafen;schlafe|schläfst|schläft|schlafen|schlaft|schlafen;verben;alszik;0
;schlagen;;schlug;h. geschlagen;schlage|schlägst|schlägt|schlagen|schlagt|schlagen;verben;"üt; rúg";0
;schlampig;;;;;adjektive;"slampos; rendetlen";1|10
;schlank;;;;;adjektive;"karcsú; sovány";1|10
;schlecht;;;;;adjektive;"rossz; rosszul";0
;schließen;;schloss;h. geschlossen;schließe|schließt|schließt|schließen|schließt|schließen;verben;"köt; bezár";0
;schmackhaft;;;;;adjektive;ízletes;4
;schmal;;;;;adjektive;"szűk; keskeny";0|5|7
;schmecken;;schmeckte;h. geschmeckt;schmecke|schmeckst|schmeckt|schmecken|schmeckt|schmecken;verben;kóstol;4
;schminken;;schminkte;h. geschminkt;schminke|schminkst|schminkt|schminken|schminkt|schminken;verben;sminkelni;1
;schmücken;;schmückte;h. geschmückt;schmücke|schmückst|schmückt|schmücken|schmückt|schmücken;verben;"díszít; ékesít";0|7|9
der;Schnaps;Schnäpse;;;;nomen;pálinka;4
;schneiden;;schnitt;h. geschnitten;schneide|schneidest|schneidet|schneiden|schneidet|schneiden;verben;"vág; szel";4
;schnell;;;;;adjektive;gyors;0|5|6
;schön;;;;;adjektive;szép;0|1|7|10
;schöpferisch;;;;;adjektive;"alkotó; teremtő";0|9|11
;schreiben;;schrieb;h. geschrieben;schreibe|schreibst|schreibt|schreiben|schreibt|schreiben;verben;írni;0|2
;schriftlich;;;;;adjektive;írásbeli;2
der;Schuhmacher;-;;;;nomen;cipész;3
der;Schulabschluss;Schulabschlüsse;;;;nomen;iskolai végzettség;2
die;Schulbank;Schulbänke;;;;nomen;iskolapad;2
die;Schulbildung;en;;;;nomen;iskolai képzettség;2
der;Schuldirektor;en;;;;nomen;igazgató;2|3
die;Schuldirektorin;nen;;;;nomen;igazgatónő;2|3
die;Schule;n;;;;nomen;iskola;2
das;Schuljahr;e;;;;nomen;tanév;2
der;Schulkamerad;en;;;;nomen;iskolatárs;2
der;Schulleiter;-;;;;nomen;iskola vezető (férfi);2|3
die;Schulleiterin;nen;;;;nomen;iskola vezető (nő);2|3
die;Schulleitung;en;;;;nomen;iskola vezetés;2
die;Schulpflicht;en;;;;nomen;tankötelezettség;2
;schüchtern;;;;;adjektive;"félénk; bátortalan";1
der;Schüler;-;;;;nomen;tanuló;2
die;Schülerin;nen;;;;nomen;tanulólány;2
die;Schüssel;n;;;;nomen;tál;4
;schwach;;;;;adjektive;"gyenge; erőtlen";1|8
;schwachsinnig;;;;;adjektive;"gyengeelméjű; elmebajos; féleszű";1|8
der;Schwamm;Schwämme;;;;nomen;szivacs;2
;schwarz;;;;;adjektive;fekete;0
;schweigsam;;;;;adjektive;"szótlan; hallgatag";1
der;Schweinebraten;-;;;;nomen;sertéssült;4
die;Schwelle;n;;;;nomen;küszöb;7
die;Schwester;n;;;;nomen;lánytesetvér;1
die;Schwiegermutter;Schwiegermütter;;;;nomen;anyós;1
der;Schwiegersohn;Schwiegersöhne;;;;nomen;vő;1
die;Schwiegertochter;Schwiegertöchter;;;;nomen;meny;1
der;Schwiegervater;Schwiegerväter;;;;nomen;após;1
;schwierig;;;;;adjektive;"fáradságos; bonyolult";0|3
;schwungvoll;;;;;adjektive;lendületes;1|3
;sehen;;sah;h. gesehen;sehe|siehst|sieht|sehen|seht|sehen;verben;"néz; lát";0
;sein;;war;i. gewesen;bin|bist|ist|sind|seid|sind;verben;"van; létezik";0
die;Sekretariat;e;;;;nomen;titkárság;3
der;Sekt;e;;;;nomen;pezsgő;4|9
;selbstsicher;;;;;adjektive;magabiztos;1
der;Sellerie;-;;;;nomen;zeller;4|10
der;Senf;e;;;;nomen;mustár;4|10
die;Serviette;n;;;;nomen;szalvéta;4
;setzen;;setzte;h. gesetzt;setze|setzt|setzt|setzen|setzt|setzen;verben;ül;0
;shulterlang;;;;;adjektive;vállig érő;1
die;Sicherheit;en;;;;nomen;biztonság;0|5|6
;silbern;;;;;adjektive;ezüst;0
das;Silvester;;;;;nomen;szilveszter;9
der;Single;s;;;;nomen;"egyedül élő; szingli";1|9
;sinnlich;;;;;adjektive;érzéki;1
;skeptisch;;;;;adjektive;"szkeptikus; kételkedő";1
der;Sohn;Söhne;;;;nomen;fia;1
die;Sommersprosse;n;;;;nomen;szeplő;0
;sonnig;;;;;adjektive;"derűs; napos";0|11
;sonstig;;;;;adjektive;"egyébként; különben";0
die;Sorge;en;;;;nomen;"gondoskodás; aggódás";1|11
;sorgen;;sorgte;h. gesorgt;sorge|sorgst|sorgt|sorgen|sorgt|sorgen;verben;gondoskodik;1|8
die;Sozialkunde;;;;;nomen;társadalomismeret;2
der;Spargel;-;;;;nomen;spárga;4
;spärlich;;;;;adjektive;"gyér; ritka";0
;sparsam;;;;;adjektive;takarékos;1|3
;spät;;;;;adjektive;késő;0|5
die;Speise;n;;;;nomen;"étel; élelem";4
der;Speiseshalle;Speiseshalle;;;;nomen;ebédlő;4
die;Speisewürze;n;;;;nomen;ételízesítő;4
;spielen;;spielte;h. gespielt;spiele|spielst|spielt|spielen|spielt|spielen;verben;játszik;0|9
der;Spinat;;;;;nomen;spenót;4
;spitz;;;;;adjektive;"hegyes; csúcsos";0|11
der;Spitzname;n;;;;nomen;gúnynév;1|2
der;Sport;s;;;;nomen;sport;9
der;Sport;Sportarten;;;;nomen;"tesi; sport";2|9
die;Sporthalle;n;;;;nomen;sportcsarnok;9
;sportlich;;;;;adjektive;sportos;1|9
;sprachen;;sprach;h. gesprochen;spreche|sprichst|spricht|sprechen|sprecht|sprechen;verben;beszél;0
das;Sprachlabor;s;;;;nomen;nyelvi terem;2
die;Sprachprüfung;;;;;nomen;nyelvvizsga;2
die;Staatsangehörigkeit;;;;;nomen;álllampolgárság;1|6
die;Staatsbürgerschaft;;;;;nomen;álllampolgárság;1|6
die;Stachelbeere;n;;;;nomen;egres;4
die;Stadt;Städte;;;;nomen;város;0
;stammen;;stammte;h. gestammt;stamme|stammst|stammt|stammen|stammt|stammen;verben;származni;1
;standesamtlich;;;;;adjektive;polgári;1
;stark;;;;;adjektive;erős;0|1|8
;stattlich;;;;;adjektive;"daliás; délceg";1
die;Steckrübe;n;;;;nomen;fehérrépa;4|10
die;Stelle;n;;;;nomen;"állás; hely";3
die;Stewardess;en;;;;nomen;légiutaskísérő;3|6
die;Stiefeltern;-;;;;nomen;mostohaszülők;1
die;Stiefmutter;Stiefmütter;;;;nomen;mostohaanya;1
der;Stiefvater;Stiefväter;;;;nomen;mostohaapa;1
;still;;;;;adjektive;"csendes; nyugodt";0|1
;stockdumm;;;;;adjektive;tökkelütött;1
;straff;;;;;adjektive;feszes;0
;strahlend;;;;;adjektive;"fénylő; ragyogó";0
der;Straps;e;;;;nomen;harisnyatartó;10
die;Straße;n;;;;nomen;utca;0|5
;streitsüchtig;;;;;adjektive;"veszekedős; kötekedő";1
;streng;;;;;adjektive;következetes;1
;studieren;;studierte;h. studiert;studiere|studierst|studiert|studieren|studiert|studieren;verben;tanul (felsőbb képzésben);2
das;Studium;Studien;;;;nomen;tanulmány (felsőfokú);2
die;Stumpfnase;n;;;;nomen;pisze orr;1
;stumpfsinnig;;;;;adjektive;"buta; korlátolt; tompa";1
die;Stunde;n;;;;nomen;órarend;2
der;Stundenplan;Stundenpläne;;;;nomen;órarend;2
;suchen;;suchte;h. gesucht;suche|suchst|sucht|suchen|sucht|suchen;verben;keresni;0
die;Suppe;n;;;;nomen;leves;4
;surfen;;surfte ;h. gesurft ;surfe|surfst|surft|surfen|surft|surfen;verben;szörfözni;9
;süß;;;;;adjektive;édes;4
die;Süßigkeit;en;;;;nomen;édesség;4|8
die;Tafel;n;;;;nomen;tábla;2
der;Tag;e;;;;nomen;nap;0
der;Tagesablauf;-;;;;nomen;napirend;2|3
die;Tante;n;;;;nomen;nagynéni;1
;tapfer;;;;;adjektive;"derék; bátor";1
der;Taschenrechner;-;;;;nomen;számológép;2
die;Tasse;n;;;;nomen;csésze;4
die;Tätigkeit;en;;;;nomen;tevékenység;0
die;Taufe;n;;;;nomen;keresztelés;1|9
der;Tee;s;;;;nomen;tea;4
die;Telefonnummber;n;;;;nomen;telefonszám;1
der;Teller;-;;;;nomen;tányér;4
das;Temperament;e;;;;nomen;temperamentum;1
;temperamentvoll;;;;;adjektive;temperamentumos;1
das;Theater;-;;;;nomen;színház;6|9
;tief;;;;;adjektive;"mély; alacsony";1
das;Tier;e;;;;nomen;állat;0|9
die;Tischdecke;n;;;;nomen;asztalterítő;4
der;Tischler;-;;;;nomen;asztalos;3
das;Tischtuch;Tischtücher;;;;nomen;papír zsebkendő;0
die;Tochter;Töchter;;;;nomen;lánya;1
;toll;;;;;adjektive;"príma; klassz; szuper";1|6
;tollkühn;;;;;adjektive;vakmerő;1
die;Tomate;n;;;;nomen;paradicsom;4|10
die;Torte;n;;;;nomen;torta;4
;traditionell;;;;;adjektive;hagyományos;0
die;Traube;n;;;;nomen;szőlő;4|10
;trauen;;traute;h. getraut;traue|traust|traut|trauen|traut|trauen;verben;megbízni;0|1
;träumerisch;;;;;adjektive;álmodozó;1|9
;traurig;;;;;adjektive;"szomorú; bús";0
die;Trauung;en;;;;nomen;"házasságkötés; esküvő";1|9
der;Trauzeuge;n;;;;nomen;tanú hn. (esküvői);1 |9
die;Trauzeugin;nen;;;;nomen;tanú nn. (esküvői);1|9
;treiben;;trieb;h. getrieben;treibe|treibst|treibt|treiben|treibt|treiben;verben;"űz; hajt; csinál";0|9
;treu;;;;;adjektive;hű;1
;trinken;;trank;h. getrunken;trinke|trinkst|trinkt|trinken|trinkt|trinken;verben;inni;0|4
;trocken;;;;;adjektive;száraz;0
;trübsinnig;;;;;adjektive;búskomor;1
die;Turnhalle;n;;;;nomen;tornaterem;2
die;Uhr;en;;;;nomen;óra;0
der;Uhrmacher;-;;;;nomen;órás;3
;umfangreich;;;;;adjektive;terjedelmes;0
die;Umschulung;en;;;;nomen;átképzés;2|3
der;Umweltschutz;-;;;;nomen;környezetvédelem;2|11
;unehrlich;;;;;adjektive;"becstelen; tisztességtelen";1
;unfreundlich;;;;;adjektive;barátságtalan;1
;ungeduldig;;;;;adjektive;türelmetlen;1
;ungepflegt;;;;;adjektive;ápolatlan;1|8
;ungerecht;;;;;adjektive;"igazságtalan; jogtalan";1
;unintelligent;;;;;adjektive;unintelligens;1
die;Universität;en;;;;nomen;egyetem;2
;unordentlich;;;;;adjektive;rendetlen;1
;unruhig;;;;;adjektive;nyugtalan;1
das;Unternehmen;-;;;;nomen;vállalkozás;3
;unternehmen;;unternahm;h. unternommen;unternehme|unternimmst|unternimmt|unternehmen|unternehmt|unternehmen;verben;"vállal; megtesz";0|3
;unternehmungsfreudig;;;;;adjektive;vállalkozó szellemű;3
;unterrichten;;unterrichtete;h. unterrichtet;unterrichte|unterrichtest|unterrichtet|unterrichten|unterrichtet|unterrichten;verben;tanít;2|3
;untersetzt;;;;;adjektive;"zömök; köpcös";1
;unvorteilhaft;;;;;adjektive;előnytelen;1
;unzuverlässig;;;;;adjektive;"megbízhatatlan; kétes";1
;überklug;;;;;adjektive;tudálékos;1
die;Valediktion;;;;;nomen;ballagás;2|9
die;Vanille;n;;;;nomen;vanília;4
;väterlicherseits;;;;;adjektive;apai részről;1
;veranstalten;;veranstaltete;h. veranstaltet;veranstalte|veranstaltest|veranstaltet wir veranstalten|veranstaltet|veranstalten;verben;"szervez; megrendez";0|9
;verbrannt;;;;;adjektive;égett;4
